"","seqname","gene_id","start","end"
"105","AS2_scf7180000695557","ASIC005184",232079,232274
"107","AS2_scf7180000695557","ASIC005185",246970,247326
"108","AS2_scf7180000695557","ASIC005187",248908,249291
"110","AS2_scf7180000695557","ASIC005188",269408,269510
"112","AS2_scf7180000695557","ASIC005189",272037,272525
"113","AS2_scf7180000695557","ASIC005190",306374,306670
"114","AS2_scf7180000695557","ASIC005191",332881,332933
"116","AS2_scf7180000695557","ASIC005192",349111,349393
"120","AS2_scf7180000695557","ASIC005193",359976,360129
"124","AS2_scf7180000695557","ASIC005194",375231,375466
"126","AS2_scf7180000695557","ASIC005195",391590,391871
"128","AS2_scf7180000695557","ASIC005196",396800,396973
"129","AS2_scf7180000695557","ASIC005198",401903,402412
"130","AS2_scf7180000695557","ASIC005199",431749,432411
"131","AS2_scf7180000695557","ASIC005200",465906,466112
"132","AS2_scf7180000695557","ASIC005201",469277,469340
"134","AS2_scf7180000695557","ASIC005202",475557,475625
"137","AS2_scf7180000695557","ASIC005203",477857,478003
"139","AS2_scf7180000695557","ASIC005204",508928,508954
"142","AS2_scf7180000695557","ASIC005205",511836,512186
"151","AS2_scf7180000695557","ASIC005206",526366,526398
"159","AS2_scf7180000695557","ASIC005209",552957,553079
"163","AS2_scf7180000695557","ASIC005210",554058,554333
"164","AS2_scf7180000695557","ASIC005211",561174,561510
"166","AS2_scf7180000695557","ASIC025357",565893,565970
"167","AS2_scf7180000695557","ASIC005212",576528,576576
"174","AS2_scf7180000695557","ASIC005213",582928,582991
"181","AS2_scf7180000695557","ASIC005214",583451,583567
"184","AS2_scf7180000695557","ASIC005215",598223,598270
"197","AS2_scf7180000695557","ASIC005216",600759,600849
"199","AS2_scf7180000695557","ASIC005217",618669,618851
"211","AS2_scf7180000695557","ASIC005218",633457,633945
"212","AS2_scf7180000695557","ASIC005220",650899,650905
"219","AS2_scf7180000695557","ASIC005221",652569,653096
"220","AS2_scf7180000695557","ASIC005222",653883,654013
"222","AS2_scf7180000695557","ASIC005223",655255,655390
"226","AS2_scf7180000695557","ASIC005224",661806,661872
"231","AS2_scf7180000695557","ASIC005225",663824,663882
"239","AS2_scf7180000695557","ASIC005226",672011,672560
"242","AS2_scf7180000695557","ASIC005227",680203,680326
"246","AS2_scf7180000695557","ASIC005228",683843,683890
"249","AS2_scf7180000695557","ASIC005229",685950,686049
"254","AS2_scf7180000695557","ASIC005231",696543,696711
"260","AS2_scf7180000695557","ASIC005232",698844,698857
"263","AS2_scf7180000695557","ASIC005233",704114,704152
"266","AS2_scf7180000695557","ASIC005234",709861,710002
"269","AS2_scf7180000695557","ASIC005235",711535,711610
"272","AS2_scf7180000695557","ASIC005236",715741,715842
"275","AS2_scf7180000695557","ASIC005237",716253,716438
"276","AS2_scf7180000695557","ASIC005238",719318,719336
"279","AS2_scf7180000695557","ASIC005239",724011,724839
"281","AS2_scf7180000695557","ASIC005240",728341,728548
"284","AS2_scf7180000695557","ASIC005242",735346,739229
"288","AS2_scf7180000695557","ASIC005243",761282,761530
"289","AS2_scf7180000695557","ASIC005244",763172,763302
"291","AS2_scf7180000695557","ASIC005245",764770,764790
"293","AS2_scf7180000695557","ASIC005246",766760,767041
"294","AS2_scf7180000695557","ASIC005247",767672,767743
"296","AS2_scf7180000695557","ASIC005248",771875,771970
"298","AS2_scf7180000695557","ASIC005249",772735,772962
"299","AS2_scf7180000695557","ASIC005250",774061,774181
"302","AS2_scf7180000695557","ASIC005251",780428,780631
"303","AS2_scf7180000695557","ASIC005253",810756,811007
"307","AS2_scf7180000695557","ASIC005254",854019,854195
"308","AS2_scf7180000695557","ASIC005255",861961,862110
"310","AS2_scf7180000695557","ASIC005256",865643,865827
"315","AS2_scf7180000695557","ASIC005257",868172,868252
"317","AS2_scf7180000695557","ASIC005258",879022,879149
"322","AS2_scf7180000695557","ASIC005259",884403,885272
"323","AS2_scf7180000695557","ASIC005260",890075,890236
"324","AS2_scf7180000695557","ASIC005261",890721,890912
"325","AS2_scf7180000695557","ASIC005106",899250,899552
"328","AS2_scf7180000695557","ASIC005107",902379,902574
"330","AS2_scf7180000695557","ASIC005108",903121,903333
"331","AS2_scf7180000695557","ASIC005109",905159,905491
"334","AS2_scf7180000695557","ASIC005110",913064,913492
"335","AS2_scf7180000695557","ASIC005111",920930,920964
"338","AS2_scf7180000695557","ASIC005112",927135,927371
"339","AS2_scf7180000695557","ASIC005113",934372,934497
"347","AS2_scf7180000695557","ASIC005114",935644,935946
"348","AS2_scf7180000695557","ASIC005115",941169,941338
"350","AS2_scf7180000695557","ASIC005117",949838,950496
"352","AS2_scf7180000695557","ASIC005118",952561,952875
"353","AS2_scf7180000695557","ASIC005119",960902,961021
"355","AS2_scf7180000695557","ASIC005120",962740,962999
"357","AS2_scf7180000695557","ASIC005121",977567,977631
"363","AS2_scf7180000695557","ASIC005122",989710,989869
"365","AS2_scf7180000695557","ASIC005123",993626,993711
"367","AS2_scf7180000695557","ASIC005124",1007367,1007538
"370","AS2_scf7180000695557","ASIC005125",1014839,1014946
"373","AS2_scf7180000695557","ASIC005126",1018101,1019581
"376","AS2_scf7180000695557","ASIC005128",1020798,1021043
"377","AS2_scf7180000695557","ASIC005129",1039380,1040132
"378","AS2_scf7180000695557","ASIC005130",1041715,1041877
"381","AS2_scf7180000695557","ASIC005131",1044452,1044778
"382","AS2_scf7180000695557","ASIC005132",1045206,1045228
"388","AS2_scf7180000695557","ASIC005133",1050665,1050994
"389","AS2_scf7180000695557","ASIC005134",1052409,1052599
"391","AS2_scf7180000695557","ASIC005135",1054053,1054060
"396","AS2_scf7180000695557","ASIC005136",1058276,1058430
"398","AS2_scf7180000695557","ASIC005137",1064392,1064518
"405","AS2_scf7180000695557","ASIC025020",1060672,1060744
"406","AS2_scf7180000695557","ASIC005139",1068686,1069161
"411","AS2_scf7180000695557","ASIC005140",1069564,1070598
"412","AS2_scf7180000695557","ASIC005141",1079258,1079276
"414","AS2_scf7180000695557","ASIC005143",1091908,1092957
"416","AS2_scf7180000695557","ASIC005144",1093514,1093902
"418","AS2_scf7180000695557","ASIC005145",1153287,1153408
"428","AS2_scf7180000695557","ASIC005146",1154667,1154879
"429","AS2_scf7180000695557","ASIC005147",1169414,1169596
"430","AS2_scf7180000695557","ASIC005148",1170260,1170574
"431","AS2_scf7180000695557","ASIC005150",1181213,1181722
"432","AS2_scf7180000695557","ASIC005151",1184891,1185238
"433","AS2_scf7180000695557","ASIC005152",1185638,1185964
"434","AS2_scf7180000695557","ASIC005153",1189811,1190371
"435","AS2_scf7180000695557","ASIC005154",1191042,1192556
"436","AS2_scf7180000695557","ASIC005155",1195601,1195699
"438","AS2_scf7180000695557","ASIC005156",1196666,1196815
"442","AS2_scf7180000695557","ASIC005157",1199459,1199577
"444","AS2_scf7180000695557","ASIC005159",1202106,1202211
"446","AS2_scf7180000695557","ASIC005161",1203052,1203540
"447","AS2_scf7180000695557","ASIC005162",1203764,1205364
"449","AS2_scf7180000695557","ASIC005163",1218529,1219374
"453","AS2_scf7180000695557","ASIC005164",1226174,1226195
"455","AS2_scf7180000695557","ASIC005165",1231663,1231904
"459","AS2_scf7180000695557","ASIC005166",1243125,1243940
"460","AS2_scf7180000695557","ASIC005167",1246946,1247137
"462","AS2_scf7180000695557","ASIC005168",1250734,1250835
"464","AS2_scf7180000695557","ASIC005169",1251279,1251838
"466","AS2_scf7180000695557","ASIC005170",1253249,1253368
"469","AS2_scf7180000695865","ASIC009555",14861,15133
"470","AS2_scf7180000695865","ASIC009657",17526,18021
"479","AS2_scf7180000695865","ASIC009668",43484,43555
"488","AS2_scf7180000695865","ASIC009679",44110,44622
"489","AS2_scf7180000695865","ASIC009690",45780,48286
"492","AS2_scf7180000695865","ASIC009701",54681,54922
"497","AS2_scf7180000695865","ASIC009712",60433,60678
"498","AS2_scf7180000695865","ASIC009723",61895,61910
"507","AS2_scf7180000695865","ASIC009445",68295,68368
"509","AS2_scf7180000695865","ASIC009456",70069,70450
"511","AS2_scf7180000695865","ASIC009467",76167,76480
"515","AS2_scf7180000695865","ASIC009478",85456,86133
"516","AS2_scf7180000695865","ASIC009489",88954,89121
"517","AS2_scf7180000695865","ASIC009500",91986,92312
"518","AS2_scf7180000695865","ASIC009511",106792,106845
"520","AS2_scf7180000695865","ASIC009522",110329,110541
"532","AS2_scf7180000695865","ASIC009533",146729,148463
"534","AS2_scf7180000695865","ASIC009544",148991,149035
"537","AS2_scf7180000695865","ASIC009556",151218,151537
"539","AS2_scf7180000695865","ASIC009567",167368,168759
"540","AS2_scf7180000695865","ASIC009578",171518,173068
"541","AS2_scf7180000695865","ASIC009589",178389,179957
"542","AS2_scf7180000695865","ASIC009600",182135,182282
"544","AS2_scf7180000695865","ASIC009611",200557,200613
"551","AS2_scf7180000695865","ASIC009622",212344,212444
"555","AS2_scf7180000695865","ASIC009633",232864,232988
"557","AS2_scf7180000695865","ASIC009644",244296,244466
"558","AS2_scf7180000695865","ASIC009655",260516,261559
"559","AS2_scf7180000695865","ASIC009658",262105,262380
"560","AS2_scf7180000695865","ASIC009659",263045,263359
"563","AS2_scf7180000695865","ASIC009660",277888,278139
"564","AS2_scf7180000695865","ASIC009661",284483,284503
"566","AS2_scf7180000695865","ASIC009662",288635,288946
"567","AS2_scf7180000695865","ASIC009663",326621,326929
"568","AS2_scf7180000695865","ASIC009664",336685,337538
"571","AS2_scf7180000695865","ASIC009665",341230,341613
"573","AS2_scf7180000695865","ASIC009666",343300,343331
"575","AS2_scf7180000695865","ASIC009667",344254,345516
"576","AS2_scf7180000695865","ASIC009669",349598,349649
"581","AS2_scf7180000695865","ASIC009670",354272,354312
"586","AS2_scf7180000695865","ASIC009671",359896,360024
"596","AS2_scf7180000695865","ASIC009672",375752,375896
"600","AS2_scf7180000695865","ASIC009673",378102,378235
"605","AS2_scf7180000695865","ASIC009674",399639,399899
"606","AS2_scf7180000695865","ASIC009675",400307,402175
"607","AS2_scf7180000695865","ASIC009676",405453,406085
"610","AS2_scf7180000695865","ASIC009677",406158,406397
"611","AS2_scf7180000695865","ASIC009678",409453,409779
"612","AS2_scf7180000695865","ASIC009680",409791,411368
"613","AS2_scf7180000695865","ASIC009681",413694,415553
"614","AS2_scf7180000695865","ASIC009682",416542,418049
"616","AS2_scf7180000695865","ASIC009683",436657,436926
"617","AS2_scf7180000695865","ASIC009684",451775,452044
"618","AS2_scf7180000695865","ASIC009685",452174,452428
"620","AS2_scf7180000695865","ASIC009686",471300,471446
"622","AS2_scf7180000695865","ASIC009688",520233,520469
"623","AS2_scf7180000695865","ASIC009689",526448,526690
"624","AS2_scf7180000695865","ASIC009691",537089,537925
"625","AS2_scf7180000695865","ASIC009692",558444,558662
"626","AS2_scf7180000695865","ASIC009693",592778,592948
"634","AS2_scf7180000695865","ASIC009694",597066,597245
"635","AS2_scf7180000695865","ASIC009695",612021,612164
"641","AS2_scf7180000695865","ASIC009696",614110,614124
"643","AS2_scf7180000695865","ASIC009697",616050,616066
"645","AS2_scf7180000695865","ASIC025190",631269,631362
"646","AS2_scf7180000695865","ASIC025385",631279,631372
"647","AS2_scf7180000695865","ASIC009698",635551,635578
"653","AS2_scf7180000695865","ASIC009699",640887,641271
"655","AS2_scf7180000695865","ASIC009700",643838,644521
"661","AS2_scf7180000695865","ASIC009702",653615,653648
"665","AS2_scf7180000695865","ASIC009703",657231,657304
"668","AS2_scf7180000695865","ASIC009704",659548,659645
"674","AS2_scf7180000695865","ASIC009705",665404,665663
"677","AS2_scf7180000695865","ASIC009706",672458,672476
"683","AS2_scf7180000695865","ASIC009707",686095,686428
"686","AS2_scf7180000695865","ASIC009708",690426,690524
"688","AS2_scf7180000695865","ASIC009709",695046,696194
"689","AS2_scf7180000695865","ASIC009710",698971,699174
"690","AS2_scf7180000695865","ASIC009711",706302,706913
"700","AS2_scf7180000695865","ASIC009713",707973,708025
"702","AS2_scf7180000695865","ASIC009714",711575,712301
"706","AS2_scf7180000695865","ASIC009715",731882,732099
"711","AS2_scf7180000695865","ASIC009716",738662,738702
"713","AS2_scf7180000695865","ASIC009717",745445,745456
"715","AS2_scf7180000695865","ASIC009718",746096,746286
"717","AS2_scf7180000695865","ASIC009719",752491,752529
"719","AS2_scf7180000695865","ASIC009720",766930,766945
"721","AS2_scf7180000695865","ASIC009721",771597,771721
"723","AS2_scf7180000695865","ASIC009722",785793,785926
"725","AS2_scf7180000695865","ASIC009724",785995,786252
"726","AS2_scf7180000695865","ASIC009725",787329,787378
"728","AS2_scf7180000695865","ASIC009726",796717,796829
"730","AS2_scf7180000695865","ASIC009727",800037,800279
"731","AS2_scf7180000695865","ASIC009728",806136,806630
"732","AS2_scf7180000695865","ASIC009729",813229,813285
"735","AS2_scf7180000695865","ASIC009730",819608,820006
"736","AS2_scf7180000695865","ASIC009731",830475,830501
"738","AS2_scf7180000695865","ASIC009732",847335,847366
"753","AS2_scf7180000695865","ASIC009446",872862,873191
"754","AS2_scf7180000695865","ASIC009447",876685,877002
"755","AS2_scf7180000695865","ASIC009448",880089,880520
"756","AS2_scf7180000695865","ASIC009449",891489,891623
"771","AS2_scf7180000695865","ASIC009450",894910,895070
"775","AS2_scf7180000695865","ASIC009451",896953,897086
"777","AS2_scf7180000695865","ASIC009452",900055,901236
"779","AS2_scf7180000695865","ASIC009453",902815,902925
"782","AS2_scf7180000695865","ASIC009454",908181,908847
"785","AS2_scf7180000695865","ASIC009455",911708,911992
"786","AS2_scf7180000695865","ASIC009457",916184,916188
"789","AS2_scf7180000695865","ASIC009458",918909,918971
"792","AS2_scf7180000695865","ASIC009459",944331,944941
"794","AS2_scf7180000695865","ASIC009460",949519,949746
"795","AS2_scf7180000695865","ASIC009461",962142,962401
"798","AS2_scf7180000695865","ASIC009462",981563,981594
"800","AS2_scf7180000695865","ASIC009463",986943,987115
"802","AS2_scf7180000695865","ASIC009464",995885,996042
"804","AS2_scf7180000695865","ASIC009465",1004396,1004448
"806","AS2_scf7180000695865","ASIC009466",1011101,1011202
"814","AS2_scf7180000695865","ASIC009468",1017635,1017755
"817","AS2_scf7180000695865","ASIC009469",1018680,1019465
"818","AS2_scf7180000695865","ASIC009470",1024867,1024905
"825","AS2_scf7180000695865","ASIC009471",1028153,1028586
"827","AS2_scf7180000695865","ASIC009472",1033462,1033579
"831","AS2_scf7180000695865","ASIC009473",1036145,1037500
"832","AS2_scf7180000695865","ASIC009474",1039227,1039368
"834","AS2_scf7180000695865","ASIC009475",1041701,1041765
"847","AS2_scf7180000695865","ASIC009476",1063579,1064986
"854","AS2_scf7180000695865","ASIC009477",1072052,1072198
"860","AS2_scf7180000695865","ASIC009479",1099778,1099894
"862","AS2_scf7180000695865","ASIC009480",1129750,1130090
"864","AS2_scf7180000695865","ASIC009481",1136141,1136152
"866","AS2_scf7180000695865","ASIC009482",1157814,1157924
"872","AS2_scf7180000695865","ASIC009483",1176907,1177173
"873","AS2_scf7180000695865","ASIC009484",1181210,1181470
"874","AS2_scf7180000695865","ASIC009485",1208947,1209276
"875","AS2_scf7180000695865","ASIC009486",1210444,1210620
"876","AS2_scf7180000695865","ASIC009487",1213275,1213602
"878","AS2_scf7180000695865","ASIC009488",1214529,1214885
"879","AS2_scf7180000695865","ASIC009490",1227547,1227711
"880","AS2_scf7180000695865","ASIC009491",1232852,1232900
"888","AS2_scf7180000695865","ASIC009492",1256202,1256294
"890","AS2_scf7180000695865","ASIC009493",1257278,1257511
"891","AS2_scf7180000695865","ASIC009494",1257976,1258674
"892","AS2_scf7180000695865","ASIC009495",1260450,1260809
"893","AS2_scf7180000695865","ASIC009496",1261098,1261784
"894","AS2_scf7180000695865","ASIC009497",1262156,1262408
"896","AS2_scf7180000695865","ASIC009498",1263202,1263417
"897","AS2_scf7180000695865","ASIC009499",1266075,1266269
"899","AS2_scf7180000695865","ASIC009501",1268238,1268339
"902","AS2_scf7180000695865","ASIC009502",1269447,1269704
"903","AS2_scf7180000695865","ASIC009503",1272558,1273106
"904","AS2_scf7180000695865","ASIC009504",1285872,1285922
"907","AS2_scf7180000695865","ASIC009505",1287000,1287440
"908","AS2_scf7180000695865","ASIC009506",1291247,1291357
"911","AS2_scf7180000695865","ASIC009507",1293793,1293981
"914","AS2_scf7180000695865","ASIC009508",1296680,1296712
"917","AS2_scf7180000695865","ASIC009509",1305370,1305531
"920","AS2_scf7180000695865","ASIC009510",1306509,1306526
"923","AS2_scf7180000695865","ASIC009512",1309449,1309742
"924","AS2_scf7180000695865","ASIC009513",1319282,1319653
"931","AS2_scf7180000695865","ASIC009515",1349225,1349374
"932","AS2_scf7180000695865","ASIC009516",1349658,1349831
"938","AS2_scf7180000695865","ASIC009517",1362815,1362871
"941","AS2_scf7180000695865","ASIC009518",1365830,1365839
"944","AS2_scf7180000695865","ASIC009519",1369412,1369490
"947","AS2_scf7180000695865","ASIC009520",1384007,1384109
"953","AS2_scf7180000695865","ASIC009523",1390672,1390863
"954","AS2_scf7180000695865","ASIC009524",1392963,1392998
"956","AS2_scf7180000695865","ASIC009525",1396638,1396771
"959","AS2_scf7180000695865","ASIC009526",1406570,1406627
"966","AS2_scf7180000695865","ASIC009527",1432497,1432637
"968","AS2_scf7180000695865","ASIC009528",1436326,1436388
"970","AS2_scf7180000695865","ASIC009529",1443481,1443777
"971","AS2_scf7180000695865","ASIC009530",1464861,1467584
"972","AS2_scf7180000695865","ASIC009531",1470636,1470831
"976","AS2_scf7180000695865","ASIC009532",1493016,1493615
"977","AS2_scf7180000695865","ASIC009534",1495717,1495933
"979","AS2_scf7180000695865","ASIC009535",1523735,1524799
"980","AS2_scf7180000695865","ASIC009536",1529568,1529638
"984","AS2_scf7180000695865","ASIC009537",1541592,1541682
"999","AS2_scf7180000695865","ASIC009539",1568273,1568650
"1001","AS2_scf7180000695865","ASIC009540",1579975,1580310
"1006","AS2_scf7180000695865","ASIC009541",1588472,1588555
"1009","AS2_scf7180000695865","ASIC009542",1591064,1591447
"1012","AS2_scf7180000695865","ASIC009543",1595771,1595895
"1014","AS2_scf7180000695865","ASIC009545",1597028,1597087
"1017","AS2_scf7180000695865","ASIC009546",1602806,1602968
"1019","AS2_scf7180000695865","ASIC009547",1610758,1610813
"1027","AS2_scf7180000695865","ASIC009548",1621906,1622091
"1028","AS2_scf7180000695865","ASIC009549",1635016,1635127
"1045","AS2_scf7180000695865","ASIC009550",1651616,1651742
"1049","AS2_scf7180000695865","ASIC009551",1653201,1653216
"1051","AS2_scf7180000695865","ASIC009552",1657823,1658143
"1052","AS2_scf7180000695865","ASIC009553",1659825,1659853
"1054","AS2_scf7180000695865","ASIC009554",1663640,1663689
"1056","AS2_scf7180000695865","ASIC009557",1669211,1669405
"1057","AS2_scf7180000695865","ASIC009559",1692681,1692962
"1063","AS2_scf7180000695865","ASIC009560",1695656,1696453
"1064","AS2_scf7180000695865","ASIC009561",1698923,1700749
"1073","AS2_scf7180000695865","ASIC009562",1710902,1710987
"1075","AS2_scf7180000695865","ASIC009563",1727776,1729166
"1077","AS2_scf7180000695865","ASIC009564",1732875,1732987
"1079","AS2_scf7180000695865","ASIC009565",1736352,1736513
"1080","AS2_scf7180000695865","ASIC009568",1757179,1757412
"1087","AS2_scf7180000695865","ASIC009569",1761346,1761597
"1094","AS2_scf7180000695865","ASIC009570",1764174,1764524
"1095","AS2_scf7180000695865","ASIC009571",1765159,1765212
"1099","AS2_scf7180000695865","ASIC009572",1815175,1815287
"1101","AS2_scf7180000695865","ASIC009573",1836647,1836670
"1103","AS2_scf7180000695865","ASIC009574",1870388,1870393
"1106","AS2_scf7180000695865","ASIC009575",1879363,1879548
"1107","AS2_scf7180000695865","ASIC009576",1888680,1892066
"1109","AS2_scf7180000695865","ASIC009577",1893808,1894488
"1110","AS2_scf7180000695865","ASIC009579",1899318,1900431
"1113","AS2_scf7180000695865","ASIC009580",1902003,1904231
"1119","AS2_scf7180000695865","ASIC009581",1913929,1913947
"1135","AS2_scf7180000695865","ASIC009582",1946217,1946296
"1138","AS2_scf7180000695865","ASIC009583",1986516,1986688
"1145","AS2_scf7180000695865","ASIC009584",1989222,1989289
"1147","AS2_scf7180000695865","ASIC009585",1997476,1997541
"1151","AS2_scf7180000695865","ASIC009587",2009651,2010096
"1154","AS2_scf7180000695865","ASIC009588",2014842,2015162
"1155","AS2_scf7180000695865","ASIC009590",2037820,2037981
"1157","AS2_scf7180000695865","ASIC009591",2041625,2044498
"1158","AS2_scf7180000695865","ASIC009592",2045018,2045141
"1161","AS2_scf7180000695865","ASIC009593",2048139,2048489
"1163","AS2_scf7180000695865","ASIC009594",2059338,2059553
"1164","AS2_scf7180000695865","ASIC009595",2067373,2067579
"1166","AS2_scf7180000695865","ASIC009596",2081691,2083087
"1169","AS2_scf7180000695865","ASIC009597",2108733,2108780
"1171","AS2_scf7180000695865","ASIC009598",2119886,2120080
"1173","AS2_scf7180000695865","ASIC009599",2121662,2121839
"1177","AS2_scf7180000695865","ASIC009601",2122228,2122254
"1179","AS2_scf7180000695865","ASIC009602",2124437,2124915
"1182","AS2_scf7180000695865","ASIC009603",2127062,2127274
"1185","AS2_scf7180000695865","ASIC009604",2136384,2136416
"1187","AS2_scf7180000695865","ASIC009605",2141917,2142054
"1189","AS2_scf7180000695865","ASIC009606",2147102,2147482
"1190","AS2_scf7180000695865","ASIC009607",2152899,2153351
"1191","AS2_scf7180000695865","ASIC009608",2154043,2154385
"1193","AS2_scf7180000695865","ASIC009609",2156399,2156766
"1195","AS2_scf7180000695865","ASIC009610",2157524,2157653
"1203","AS2_scf7180000695865","ASIC009612",2167511,2167813
"1204","AS2_scf7180000695865","ASIC009613",2167955,2168218
"1205","AS2_scf7180000695865","ASIC009614",2180982,2181296
"1212","AS2_scf7180000695865","ASIC009615",2196163,2196315
"1218","AS2_scf7180000695865","ASIC009616",2219293,2219442
"1227","AS2_scf7180000695865","ASIC009617",2219973,2219984
"1229","AS2_scf7180000695865","ASIC009618",2228075,2228122
"1231","AS2_scf7180000695865","ASIC009619",2269529,2270056
"1232","AS2_scf7180000695865","ASIC009620",2282625,2282900
"1233","AS2_scf7180000695865","ASIC009621",2303125,2303580
"1235","AS2_scf7180000695865","ASIC009623",2308435,2308611
"1237","AS2_scf7180000695865","ASIC009624",2360128,2360454
"1238","AS2_scf7180000695865","ASIC009625",2387388,2387574
"1240","AS2_scf7180000695865","ASIC009626",2392212,2392544
"1241","AS2_scf7180000695865","ASIC009627",2393318,2394174
"1248","AS2_scf7180000695865","ASIC009628",2414233,2414472
"1249","AS2_scf7180000695865","ASIC009629",2441036,2441302
"1250","AS2_scf7180000695865","ASIC009630",2454066,2454452
"1251","AS2_scf7180000695865","ASIC009631",2454596,2454811
"1252","AS2_scf7180000695865","ASIC009632",2461707,2461989
"1254","AS2_scf7180000695865","ASIC009634",2462804,2462899
"1256","AS2_scf7180000695865","ASIC009635",2467575,2467650
"1266","AS2_scf7180000695865","ASIC009636",2475489,2475642
"1269","AS2_scf7180000695865","ASIC009637",2481890,2481940
"1274","AS2_scf7180000695865","ASIC009638",2485778,2485864
"1276","AS2_scf7180000695865","ASIC009639",2486952,2487242
"1278","AS2_scf7180000695865","ASIC009640",2491129,2491305
"1279","AS2_scf7180000695865","ASIC009641",2491339,2491440
"1282","AS2_scf7180000695865","ASIC009642",2501634,2501725
"1290","AS2_scf7180000695865","ASIC009643",2506485,2506605
"1293","AS2_scf7180000695865","ASIC009645",2513177,2513497
"1294","AS2_scf7180000695865","ASIC009646",2537534,2537660
"1301","AS2_scf7180000695865","ASIC009647",2552345,2552369
"1304","AS2_scf7180000695865","ASIC009648",2561277,2561540
"1308","AS2_scf7180000695865","ASIC009649",2570366,2570449
"1314","AS2_scf7180000695865","ASIC009650",2638231,2638466
"1316","AS2_scf7180000695865","ASIC009651",2647479,2647593
"1318","AS2_scf7180000695865","ASIC009652",2652374,2652709
"1319","AS2_scf7180000695865","ASIC009653",2654087,2654992
"1321","AS2_scf7180000695865","ASIC009654",2663261,2663931
"1324","AS2_scf7180000695541","ASIC004412",12873,13541
"1325","AS2_scf7180000695541","ASIC004423",18644,18919
"1326","AS2_scf7180000695541","ASIC004434",36445,36639
"1327","AS2_scf7180000695541","ASIC004445",40914,41719
"1329","AS2_scf7180000695541","ASIC004456",51950,52072
"1335","AS2_scf7180000695541","ASIC004467",59816,60088
"1336","AS2_scf7180000695541","ASIC004478",60175,60215
"1338","AS2_scf7180000695541","ASIC004489",71500,72072
"1339","AS2_scf7180000695541","ASIC004413",97513,97611
"1341","AS2_scf7180000695541","ASIC004414",123200,123587
"1347","AS2_scf7180000695541","ASIC004415",123967,124323
"1348","AS2_scf7180000695541","ASIC004416",126873,127091
"1349","AS2_scf7180000695541","ASIC004417",140515,140895
"1350","AS2_scf7180000695541","ASIC004418",142560,142620
"1352","AS2_scf7180000695541","ASIC004419",180033,180473
"1353","AS2_scf7180000695541","ASIC004420",202311,202529
"1354","AS2_scf7180000695541","ASIC004421",217869,218165
"1355","AS2_scf7180000695541","ASIC004422",229447,229674
"1356","AS2_scf7180000695541","ASIC004424",246861,247151
"1357","AS2_scf7180000695541","ASIC004426",257570,257815
"1358","AS2_scf7180000695541","ASIC004427",282188,282409
"1360","AS2_scf7180000695541","ASIC004428",286439,286635
"1362","AS2_scf7180000695541","ASIC004429",291052,291144
"1364","AS2_scf7180000695541","ASIC004430",294904,295578
"1365","AS2_scf7180000695541","ASIC004431",313275,313496
"1366","AS2_scf7180000695541","ASIC004432",344700,344784
"1368","AS2_scf7180000695541","ASIC004433",375870,375934
"1371","AS2_scf7180000695541","ASIC004435",446489,446523
"1373","AS2_scf7180000695541","ASIC004436",450235,450617
"1375","AS2_scf7180000695541","ASIC004437",453098,453373
