"","seqname","gene_id","start","end"
"247","AS2_scf7180000695557","ASIC005228",683384,683588
"248","AS2_scf7180000695557","ASIC005228",683070,683233
"249","AS2_scf7180000695557","ASIC005229",685950,686049
"250","AS2_scf7180000695557","ASIC005229",686350,686826
"251","AS2_scf7180000695557","ASIC005229",687131,687239
"252","AS2_scf7180000695557","ASIC005229",687325,687471
"253","AS2_scf7180000695557","ASIC005229",687809,689120
"254","AS2_scf7180000695557","ASIC005231",696543,696711
"255","AS2_scf7180000695557","ASIC005231",696153,696466
"256","AS2_scf7180000695557","ASIC005231",695895,696080
"257","AS2_scf7180000695557","ASIC005231",695473,695812
"258","AS2_scf7180000695557","ASIC005231",695030,695328
"259","AS2_scf7180000695557","ASIC005231",694765,694947
"260","AS2_scf7180000695557","ASIC005232",698844,698857
"261","AS2_scf7180000695557","ASIC005232",698948,699146
"262","AS2_scf7180000695557","ASIC005232",699284,700219
"263","AS2_scf7180000695557","ASIC005233",704114,704152
"264","AS2_scf7180000695557","ASIC005233",703777,703895
"265","AS2_scf7180000695557","ASIC005233",701306,702905
"266","AS2_scf7180000695557","ASIC005234",709861,710002
"267","AS2_scf7180000695557","ASIC005234",709678,709784
"268","AS2_scf7180000695557","ASIC005234",708860,709075
"269","AS2_scf7180000695557","ASIC005235",711535,711610
"270","AS2_scf7180000695557","ASIC005235",712125,713179
"271","AS2_scf7180000695557","ASIC005235",713267,713362
"272","AS2_scf7180000695557","ASIC005236",715741,715842
"273","AS2_scf7180000695557","ASIC005236",714523,715668
"274","AS2_scf7180000695557","ASIC005236",714258,714452
"275","AS2_scf7180000695557","ASIC005237",716253,716438
"276","AS2_scf7180000695557","ASIC005238",719318,719336
"277","AS2_scf7180000695557","ASIC005238",718715,719176
"278","AS2_scf7180000695557","ASIC005238",717683,718485
"279","AS2_scf7180000695557","ASIC005239",724011,724839
"280","AS2_scf7180000695557","ASIC005239",724901,725751
"281","AS2_scf7180000695557","ASIC005240",728341,728548
"282","AS2_scf7180000695557","ASIC005240",730194,730952
"283","AS2_scf7180000695557","ASIC005240",733411,733907
"284","AS2_scf7180000695557","ASIC005242",735346,739229
"285","AS2_scf7180000695557","ASIC005242",739996,740210
"286","AS2_scf7180000695557","ASIC005242",740287,741842
"287","AS2_scf7180000695557","ASIC005242",742140,743039
"288","AS2_scf7180000695557","ASIC005243",761282,761530
"289","AS2_scf7180000695557","ASIC005244",763172,763302
"290","AS2_scf7180000695557","ASIC005244",762773,763037
"291","AS2_scf7180000695557","ASIC005245",764770,764790
"292","AS2_scf7180000695557","ASIC005245",764528,764710
"293","AS2_scf7180000695557","ASIC005246",766760,767041
"294","AS2_scf7180000695557","ASIC005247",767672,767743
"295","AS2_scf7180000695557","ASIC005247",768001,769104
"296","AS2_scf7180000695557","ASIC005248",771875,771970
"297","AS2_scf7180000695557","ASIC005248",772012,772218
"298","AS2_scf7180000695557","ASIC005249",772735,772962
"299","AS2_scf7180000695557","ASIC005250",774061,774181
"300","AS2_scf7180000695557","ASIC005250",775251,775673
"301","AS2_scf7180000695557","ASIC005250",775750,776765
"302","AS2_scf7180000695557","ASIC005251",780428,780631
"303","AS2_scf7180000695557","ASIC005253",810756,811007
"304","AS2_scf7180000695557","ASIC005253",798795,799031
"305","AS2_scf7180000695557","ASIC005253",796726,796969
"306","AS2_scf7180000695557","ASIC005253",780733,781862
"307","AS2_scf7180000695557","ASIC005254",854019,854195
"308","AS2_scf7180000695557","ASIC005255",861961,862110
"309","AS2_scf7180000695557","ASIC005255",862189,862245
"310","AS2_scf7180000695557","ASIC005256",865643,865827
"311","AS2_scf7180000695557","ASIC005256",866146,866331
"312","AS2_scf7180000695557","ASIC005256",866401,866666
"313","AS2_scf7180000695557","ASIC005256",866725,866911
"314","AS2_scf7180000695557","ASIC005256",866993,867146
"315","AS2_scf7180000695557","ASIC005257",868172,868252
"316","AS2_scf7180000695557","ASIC005257",868323,869666
"317","AS2_scf7180000695557","ASIC005258",879022,879149
"318","AS2_scf7180000695557","ASIC005258",879234,880207
"319","AS2_scf7180000695557","ASIC005258",880283,880530
"320","AS2_scf7180000695557","ASIC005258",880605,881094
"321","AS2_scf7180000695557","ASIC005258",881166,881509
"322","AS2_scf7180000695557","ASIC005259",884403,885272
"323","AS2_scf7180000695557","ASIC005260",890075,890236
"324","AS2_scf7180000695557","ASIC005261",890721,890912
"325","AS2_scf7180000695557","ASIC005106",899250,899552
"326","AS2_scf7180000695557","ASIC005106",898634,899188
"327","AS2_scf7180000695557","ASIC005106",898311,898514
"328","AS2_scf7180000695557","ASIC005107",902379,902574
"329","AS2_scf7180000695557","ASIC005107",901857,901900
"330","AS2_scf7180000695557","ASIC005108",903121,903333
"331","AS2_scf7180000695557","ASIC005109",905159,905491
"332","AS2_scf7180000695557","ASIC005109",904823,905077
"333","AS2_scf7180000695557","ASIC005109",904555,904740
"334","AS2_scf7180000695557","ASIC005110",913064,913492
"335","AS2_scf7180000695557","ASIC005111",920930,920964
"336","AS2_scf7180000695557","ASIC005111",921111,921303
"337","AS2_scf7180000695557","ASIC005111",922242,922490
"338","AS2_scf7180000695557","ASIC005112",927135,927371
"339","AS2_scf7180000695557","ASIC005113",934372,934497
"340","AS2_scf7180000695557","ASIC005113",934160,934304
"341","AS2_scf7180000695557","ASIC005113",933446,933834
"342","AS2_scf7180000695557","ASIC005113",931222,932721
"343","AS2_scf7180000695557","ASIC005113",930865,931048
"344","AS2_scf7180000695557","ASIC005113",930608,930790
"345","AS2_scf7180000695557","ASIC005113",930357,930542
"346","AS2_scf7180000695557","ASIC005113",930049,930335
"347","AS2_scf7180000695557","ASIC005114",935644,935946
"348","AS2_scf7180000695557","ASIC005115",941169,941338
"349","AS2_scf7180000695557","ASIC005115",941007,941130
"350","AS2_scf7180000695557","ASIC005117",949838,950496
"351","AS2_scf7180000695557","ASIC005117",948082,949078
"352","AS2_scf7180000695557","ASIC005118",952561,952875
"353","AS2_scf7180000695557","ASIC005119",960902,961021
"354","AS2_scf7180000695557","ASIC005119",960562,960810
"355","AS2_scf7180000695557","ASIC005120",962740,962999
"356","AS2_scf7180000695557","ASIC005120",962340,962658
"357","AS2_scf7180000695557","ASIC005121",977567,977631
"358","AS2_scf7180000695557","ASIC005121",975728,976574
"359","AS2_scf7180000695557","ASIC005121",973790,973910
"360","AS2_scf7180000695557","ASIC005121",973451,973712
"361","AS2_scf7180000695557","ASIC005121",973238,973361
"362","AS2_scf7180000695557","ASIC005121",972843,973061
"363","AS2_scf7180000695557","ASIC005122",989710,989869
"364","AS2_scf7180000695557","ASIC005122",989561,989589
"365","AS2_scf7180000695557","ASIC005123",993626,993711
"366","AS2_scf7180000695557","ASIC005123",993305,993548
"367","AS2_scf7180000695557","ASIC005124",1007367,1007538
"368","AS2_scf7180000695557","ASIC005124",1007668,1007720
"369","AS2_scf7180000695557","ASIC005124",1007775,1007978
"370","AS2_scf7180000695557","ASIC005125",1014839,1014946
"371","AS2_scf7180000695557","ASIC005125",1015017,1015664
"372","AS2_scf7180000695557","ASIC005125",1016219,1016593
"373","AS2_scf7180000695557","ASIC005126",1018101,1019581
"374","AS2_scf7180000695557","ASIC005126",1017605,1018036
"375","AS2_scf7180000695557","ASIC005126",1017394,1017535
"376","AS2_scf7180000695557","ASIC005128",1020798,1021043
"377","AS2_scf7180000695557","ASIC005129",1039380,1040132
"378","AS2_scf7180000695557","ASIC005130",1041715,1041877
"379","AS2_scf7180000695557","ASIC005130",1041252,1041562
"380","AS2_scf7180000695557","ASIC005130",1040841,1041131
"381","AS2_scf7180000695557","ASIC005131",1044452,1044778
"382","AS2_scf7180000695557","ASIC005132",1045206,1045228
"383","AS2_scf7180000695557","ASIC005132",1045379,1045801
"384","AS2_scf7180000695557","ASIC005132",1045888,1046108
"385","AS2_scf7180000695557","ASIC005132",1046201,1046353
"386","AS2_scf7180000695557","ASIC005132",1046463,1046738
"387","AS2_scf7180000695557","ASIC005132",1046901,1047865
"388","AS2_scf7180000695557","ASIC005133",1050665,1050994
"389","AS2_scf7180000695557","ASIC005134",1052409,1052599
"390","AS2_scf7180000695557","ASIC005134",1053120,1053303
"391","AS2_scf7180000695557","ASIC005135",1054053,1054060
"392","AS2_scf7180000695557","ASIC005135",1054426,1055070
"393","AS2_scf7180000695557","ASIC005135",1055141,1055358
"394","AS2_scf7180000695557","ASIC005135",1055424,1055831
"395","AS2_scf7180000695557","ASIC005135",1055965,1057058
"396","AS2_scf7180000695557","ASIC005136",1058276,1058430
"397","AS2_scf7180000695557","ASIC005136",1058540,1058795
"398","AS2_scf7180000695557","ASIC005137",1064392,1064518
"399","AS2_scf7180000695557","ASIC005137",1061894,1064322
"400","AS2_scf7180000695557","ASIC005137",1061379,1061534
"401","AS2_scf7180000695557","ASIC005137",1061002,1061231
"402","AS2_scf7180000695557","ASIC005137",1060817,1060931
"403","AS2_scf7180000695557","ASIC005137",1059728,1059895
"404","AS2_scf7180000695557","ASIC005137",1059311,1059661
"405","AS2_scf7180000695557","ASIC025020",1060672,1060744
"406","AS2_scf7180000695557","ASIC005139",1068686,1069161
"407","AS2_scf7180000695557","ASIC005139",1068281,1068422
"408","AS2_scf7180000695557","ASIC005139",1067978,1068210
"409","AS2_scf7180000695557","ASIC005139",1067771,1067912
"410","AS2_scf7180000695557","ASIC005139",1066936,1067685
"411","AS2_scf7180000695557","ASIC005140",1069564,1070598
"412","AS2_scf7180000695557","ASIC005141",1079258,1079276
"413","AS2_scf7180000695557","ASIC005141",1078832,1079223
"414","AS2_scf7180000695557","ASIC005143",1091908,1092957
"415","AS2_scf7180000695557","ASIC005143",1091609,1091635
"416","AS2_scf7180000695557","ASIC005144",1093514,1093902
"417","AS2_scf7180000695557","ASIC005144",1093039,1093171
"418","AS2_scf7180000695557","ASIC005145",1153287,1153408
"419","AS2_scf7180000695557","ASIC005145",1116186,1116333
"420","AS2_scf7180000695557","ASIC005145",1115894,1116094
"421","AS2_scf7180000695557","ASIC005145",1115685,1115800
"422","AS2_scf7180000695557","ASIC005145",1115165,1115345
"423","AS2_scf7180000695557","ASIC005145",1114896,1115060
"424","AS2_scf7180000695557","ASIC005145",1108396,1108525
"425","AS2_scf7180000695557","ASIC005145",1101231,1101485
"426","AS2_scf7180000695557","ASIC005145",1100519,1101116
"427","AS2_scf7180000695557","ASIC005145",1099951,1100407
"428","AS2_scf7180000695557","ASIC005146",1154667,1154879
"429","AS2_scf7180000695557","ASIC005147",1169414,1169596
"430","AS2_scf7180000695557","ASIC005148",1170260,1170574
"431","AS2_scf7180000695557","ASIC005150",1181213,1181722
"432","AS2_scf7180000695557","ASIC005151",1184891,1185238
"433","AS2_scf7180000695557","ASIC005152",1185638,1185964
"434","AS2_scf7180000695557","ASIC005153",1189811,1190371
"435","AS2_scf7180000695557","ASIC005154",1191042,1192556
"436","AS2_scf7180000695557","ASIC005155",1195601,1195699
"437","AS2_scf7180000695557","ASIC005155",1193629,1195518
"438","AS2_scf7180000695557","ASIC005156",1196666,1196815
"439","AS2_scf7180000695557","ASIC005156",1196881,1197853
"440","AS2_scf7180000695557","ASIC005156",1197922,1198144
"441","AS2_scf7180000695557","ASIC005156",1198216,1198450
"442","AS2_scf7180000695557","ASIC005157",1199459,1199577
"443","AS2_scf7180000695557","ASIC005157",1198493,1199384
"444","AS2_scf7180000695557","ASIC005159",1202106,1202211
"445","AS2_scf7180000695557","ASIC005159",1201164,1202047
"446","AS2_scf7180000695557","ASIC005161",1203052,1203540
"447","AS2_scf7180000695557","ASIC005162",1203764,1205364
"448","AS2_scf7180000695557","ASIC005162",1205440,1205635
"449","AS2_scf7180000695557","ASIC005163",1218529,1219374
"450","AS2_scf7180000695557","ASIC005163",1219851,1219960
"451","AS2_scf7180000695557","ASIC005163",1223793,1224042
"452","AS2_scf7180000695557","ASIC005163",1224127,1224561
"453","AS2_scf7180000695557","ASIC005164",1226174,1226195
"454","AS2_scf7180000695557","ASIC005164",1224757,1226102
"455","AS2_scf7180000695557","ASIC005165",1231663,1231904
"456","AS2_scf7180000695557","ASIC005165",1232543,1233805
"457","AS2_scf7180000695557","ASIC005165",1233876,1233976
"458","AS2_scf7180000695557","ASIC005165",1234450,1237823
"459","AS2_scf7180000695557","ASIC005166",1243125,1243940
"460","AS2_scf7180000695557","ASIC005167",1246946,1247137
"461","AS2_scf7180000695557","ASIC005167",1247265,1247387
"462","AS2_scf7180000695557","ASIC005168",1250734,1250835
"463","AS2_scf7180000695557","ASIC005168",1249306,1250514
"464","AS2_scf7180000695557","ASIC005169",1251279,1251838
"465","AS2_scf7180000695557","ASIC005169",1251926,1252517
"466","AS2_scf7180000695557","ASIC005170",1253249,1253368
"467","AS2_scf7180000695557","ASIC005170",1253468,1253669
"468","AS2_scf7180000695557","ASIC005170",1253750,1254735
"469","AS2_scf7180000695865","ASIC009555",14861,15133
"470","AS2_scf7180000695865","ASIC009657",17526,18021
"471","AS2_scf7180000695865","ASIC009657",18096,18652
"472","AS2_scf7180000695865","ASIC009657",18726,18878
"473","AS2_scf7180000695865","ASIC009657",21239,21559
"474","AS2_scf7180000695865","ASIC009657",23372,23550
"475","AS2_scf7180000695865","ASIC009657",23616,24557
"476","AS2_scf7180000695865","ASIC009657",25239,25720
"477","AS2_scf7180000695865","ASIC009657",25795,25901
"478","AS2_scf7180000695865","ASIC009657",25975,26067
"479","AS2_scf7180000695865","ASIC009668",43484,43555
"480","AS2_scf7180000695865","ASIC009668",40173,40403
"481","AS2_scf7180000695865","ASIC009668",37312,37479
"482","AS2_scf7180000695865","ASIC009668",37059,37231
"483","AS2_scf7180000695865","ASIC009668",36857,36944
"484","AS2_scf7180000695865","ASIC009668",36623,36775
"485","AS2_scf7180000695865","ASIC009668",35037,35318
"486","AS2_scf7180000695865","ASIC009668",34474,34619
"487","AS2_scf7180000695865","ASIC009668",30685,30994
"488","AS2_scf7180000695865","ASIC009679",44110,44622
"489","AS2_scf7180000695865","ASIC009690",45780,48286
"490","AS2_scf7180000695865","ASIC009690",48373,48573
"491","AS2_scf7180000695865","ASIC009690",49593,50895
